n,m,final_balance,total_return,trade_count,yearly_details
8,30,"₩41,895,758",4089.58%,132,"2014: ₩463,507 (-53.65%); 2015: ₩669,215 (44.38%); 2016: ₩782,403 (16.91%); 2017: ₩3,555,043 (354.38%); 2018: ₩2,247,959 (-36.77%); 2019: ₩5,457,207 (142.76%); 2020: ₩8,490,082 (55.58%); 2021: ₩52,125,841 (513.96%); 2022: ₩22,619,539 (-56.61%); 2023: ₩29,942,653 (32.38%); 2024: ₩41,559,937 (38.80%); 2025: ₩41,895,758 (0.81%)"
8,31,"₩33,092,504",3209.25%,128,"2014: ₩482,813 (-51.72%); 2015: ₩549,054 (13.72%); 2016: ₩856,201 (55.94%); 2017: ₩3,961,949 (362.74%); 2018: ₩2,453,349 (-38.08%); 2019: ₩6,024,841 (145.58%); 2020: ₩9,411,213 (56.21%); 2021: ₩40,985,696 (335.50%); 2022: ₩17,740,144 (-56.72%); 2023: ₩23,483,546 (32.38%); 2024: ₩32,827,247 (39.79%); 2025: ₩33,092,504 (0.81%)"
8,32,"₩90,754,378",8975.44%,120,"2014: ₩450,933 (-54.91%); 2015: ₩512,800 (13.72%); 2016: ₩818,363 (59.59%); 2017: ₩2,203,990 (169.32%); 2018: ₩6,844,184 (210.54%); 2019: ₩17,027,494 (148.79%); 2020: ₩25,597,594 (50.33%); 2021: ₩40,358,084 (57.66%); 2022: ₩26,795,854 (-33.60%); 2023: ₩36,027,571 (34.45%); 2024: ₩90,026,925 (149.88%); 2025: ₩90,754,378 (0.81%)"
8,33,"₩136,195,521",13519.55%,122,"2014: ₩471,538 (-52.85%); 2015: ₩527,935 (11.96%); 2016: ₩829,553 (57.13%); 2017: ₩3,768,336 (354.26%); 2018: ₩11,397,112 (202.44%); 2019: ₩25,494,960 (123.70%); 2020: ₩37,729,617 (47.99%); 2021: ₩59,782,383 (58.45%); 2022: ₩40,777,596 (-31.79%); 2023: ₩54,066,745 (32.59%); 2024: ₩135,103,828 (149.88%); 2025: ₩136,195,521 (0.81%)"
8,34,"₩141,798,979",14079.90%,118,"2014: ₩471,108 (-52.89%); 2015: ₩548,961 (16.53%); 2016: ₩842,176 (53.41%); 2017: ₩4,126,265 (389.95%); 2018: ₩11,479,161 (178.20%); 2019: ₩25,601,563 (123.03%); 2020: ₩39,633,430 (54.81%); 2021: ₩62,632,347 (58.03%); 2022: ₩42,762,889 (-31.72%); 2023: ₩54,383,259 (27.17%); 2024: ₩140,662,370 (158.65%); 2025: ₩141,798,979 (0.81%)"
8,35,"₩277,379,808",27637.98%,114,"2014: ₩353,322 (-64.67%); 2015: ₩409,493 (15.90%); 2016: ₩628,215 (53.41%); 2017: ₩2,864,567 (355.99%); 2018: ₩7,487,464 (161.38%); 2019: ₩15,845,700 (111.63%); 2020: ₩29,064,674 (83.42%); 2021: ₩117,309,788 (303.62%); 2022: ₩86,491,582 (-26.27%); 2023: ₩109,376,479 (26.46%); 2024: ₩288,461,399 (163.73%); 2025: ₩277,379,808 (-3.84%)"
8,36,"₩719,797,548",71879.75%,108,"2014: ₩740,632 (-25.94%); 2015: ₩852,181 (15.06%); 2016: ₩1,307,355 (53.41%); 2017: ₩5,961,345 (355.99%); 2018: ₩10,078,750 (69.07%); 2019: ₩21,329,633 (111.63%); 2020: ₩33,470,309 (56.92%); 2021: ₩291,300,748 (770.33%); 2022: ₩234,980,278 (-19.33%); 2023: ₩297,153,954 (26.46%); 2024: ₩748,554,154 (151.91%); 2025: ₩719,797,548 (-3.84%)"
8,37,"₩600,059,542",59905.95%,104,"2014: ₩559,294 (-44.07%); 2015: ₩645,498 (15.41%); 2016: ₩990,277 (53.41%); 2017: ₩4,659,584 (370.53%); 2018: ₩8,852,712 (89.99%); 2019: ₩18,833,725 (112.75%); 2020: ₩29,553,748 (56.92%); 2021: ₩245,581,718 (730.97%); 2022: ₩195,891,412 (-20.23%); 2023: ₩247,722,524 (26.46%); 2024: ₩624,032,500 (151.91%); 2025: ₩600,059,542 (-3.84%)"
8,38,"₩501,333,246",50033.32%,106,"2014: ₩869,542 (-13.05%); 2015: ₩975,463 (12.18%); 2016: ₩1,538,981 (57.77%); 2017: ₩7,241,419 (370.53%); 2018: ₩12,512,376 (72.79%); 2019: ₩22,500,904 (79.83%); 2020: ₩29,207,669 (29.81%); 2021: ₩219,764,664 (652.42%); 2022: ₩165,533,492 (-24.68%); 2023: ₩212,468,240 (28.35%); 2024: ₩525,118,073 (147.15%); 2025: ₩501,333,246 (-4.53%)"
8,39,"₩319,617,687",31861.77%,100,"2014: ₩563,030 (-43.70%); 2015: ₩477,125 (-15.26%); 2016: ₩1,187,747 (148.94%); 2017: ₩5,243,088 (341.43%); 2018: ₩8,797,417 (67.79%); 2019: ₩15,713,989 (78.62%); 2020: ₩20,122,061 (28.05%); 2021: ₩143,231,383 (611.81%); 2022: ₩112,891,132 (-21.18%); 2023: ₩135,959,237 (20.43%); 2024: ₩333,682,369 (145.43%); 2025: ₩319,617,687 (-4.21%)"
8,40,"₩70,017,209",6901.72%,94,"2014: ₩563,030 (-43.70%); 2015: ₩706,266 (25.44%); 2016: ₩1,228,601 (73.96%); 2017: ₩1,682,321 (36.93%); 2018: ₩4,830,217 (187.12%); 2019: ₩5,116,575 (5.93%); 2020: ₩6,758,640 (32.09%); 2021: ₩54,150,223 (701.20%); 2022: ₩22,765,149 (-57.96%); 2023: ₩30,483,439 (33.90%); 2024: ₩74,814,970 (145.43%); 2025: ₩70,017,209 (-6.41%)"
8,41,"₩64,991,431",6399.14%,90,"2014: ₩563,030 (-43.70%); 2015: ₩706,266 (25.44%); 2016: ₩1,071,128 (51.66%); 2017: ₩1,466,693 (36.93%); 2018: ₩4,531,525 (208.96%); 2019: ₩4,723,576 (4.24%); 2020: ₩6,156,720 (30.34%); 2021: ₩47,548,124 (672.30%); 2022: ₩19,989,579 (-57.96%); 2023: ₩26,766,840 (33.90%); 2024: ₩65,693,385 (145.43%); 2025: ₩64,991,431 (-1.07%)"
8,42,"₩29,116,737",2811.67%,90,"2014: ₩563,030 (-43.70%); 2015: ₩677,661 (20.36%); 2016: ₩932,431 (37.60%); 2017: ₩1,315,139 (41.04%); 2018: ₩3,886,261 (195.50%); 2019: ₩4,050,966 (4.24%); 2020: ₩5,091,350 (25.68%); 2021: ₩22,207,171 (336.17%); 2022: ₩9,336,057 (-57.96%); 2023: ₩11,725,572 (25.59%); 2024: ₩28,777,865 (145.43%); 2025: ₩29,116,737 (1.18%)"
8,43,"₩21,600,437",2060.04%,88,"2014: ₩563,030 (-43.70%); 2015: ₩685,347 (21.72%); 2016: ₩826,256 (20.56%); 2017: ₩1,149,126 (39.08%); 2018: ₩3,308,763 (187.94%); 2019: ₩3,448,992 (4.24%); 2020: ₩4,334,776 (25.68%); 2021: ₩18,907,188 (336.17%); 2022: ₩7,266,734 (-61.57%); 2023: ₩8,913,044 (22.66%); 2024: ₩21,349,042 (139.53%); 2025: ₩21,600,437 (1.18%)"
8,44,"₩21,222,491",2022.25%,82,"2014: ₩563,030 (-43.70%); 2015: ₩509,083 (-9.58%); 2016: ₩1,080,604 (112.26%); 2017: ₩1,502,863 (39.08%); 2018: ₩5,937,682 (295.09%); 2019: ₩5,781,855 (-2.62%); 2020: ₩7,098,825 (22.78%); 2021: ₩17,716,937 (149.58%); 2022: ₩6,809,276 (-61.57%); 2023: ₩8,753,627 (28.55%); 2024: ₩20,975,495 (139.62%); 2025: ₩21,222,491 (1.18%)"
8,45,"₩63,026,700",6202.67%,84,"2014: ₩554,279 (-44.57%); 2015: ₩507,020 (-8.53%); 2016: ₩1,049,461 (106.99%); 2017: ₩1,459,552 (39.08%); 2018: ₩5,597,588 (283.51%); 2019: ₩5,418,023 (-3.21%); 2020: ₩6,767,369 (24.90%); 2021: ₩34,541,296 (410.41%); 2022: ₩12,637,104 (-63.41%); 2023: ₩16,945,673 (34.09%); 2024: ₩63,707,434 (275.95%); 2025: ₩63,026,700 (-1.07%)"
8,46,"₩43,364,814",4236.48%,82,"2014: ₩554,279 (-44.57%); 2015: ₩518,399 (-6.47%); 2016: ₩1,094,861 (111.20%); 2017: ₩1,395,515 (27.46%); 2018: ₩3,929,762 (181.60%); 2019: ₩3,758,138 (-4.37%); 2020: ₩4,993,077 (32.86%); 2021: ₩23,788,021 (376.42%); 2022: ₩8,772,772 (-63.12%); 2023: ₩12,080,952 (37.71%); 2024: ₩43,833,185 (262.83%); 2025: ₩43,364,814 (-1.07%)"
8,47,"₩100,152,539",9915.25%,86,"2014: ₩828,223 (-17.18%); 2015: ₩787,864 (-4.87%); 2016: ₩1,663,972 (111.20%); 2017: ₩2,120,906 (27.46%); 2018: ₩5,885,810 (177.51%); 2019: ₩6,875,254 (16.81%); 2020: ₩11,657,266 (69.55%); 2021: ₩55,537,553 (376.42%); 2022: ₩20,481,665 (-63.12%); 2023: ₩27,838,925 (35.92%); 2024: ₩101,234,259 (263.64%); 2025: ₩100,152,539 (-1.07%)"
8,48,"₩84,020,354",8302.04%,86,"2014: ₩828,223 (-17.18%); 2015: ₩793,624 (-4.18%); 2016: ₩1,676,136 (111.20%); 2017: ₩2,136,410 (27.46%); 2018: ₩5,334,664 (149.70%); 2019: ₩6,231,456 (16.81%); 2020: ₩10,441,149 (67.56%); 2021: ₩47,412,617 (354.09%); 2022: ₩18,215,409 (-61.58%); 2023: ₩24,758,602 (35.92%); 2024: ₩84,927,835 (243.02%); 2025: ₩84,020,354 (-1.07%)"
8,49,"₩49,373,535",4837.35%,88,"2014: ₩828,223 (-17.18%); 2015: ₩777,761 (-6.09%); 2016: ₩1,809,028 (132.59%); 2017: ₩2,340,698 (29.39%); 2018: ₩5,440,957 (132.45%); 2019: ₩6,355,618 (16.81%); 2020: ₩6,279,926 (-1.19%); 2021: ₩28,516,759 (354.09%); 2022: ₩10,955,827 (-61.58%); 2023: ₩14,891,291 (35.92%); 2024: ₩49,127,740 (229.91%); 2025: ₩49,373,535 (0.50%)"
8,50,"₩48,191,113",4719.11%,90,"2014: ₩828,223 (-17.18%); 2015: ₩773,572 (-6.60%); 2016: ₩1,773,681 (129.28%); 2017: ₩2,294,962 (29.39%); 2018: ₩5,247,258 (128.64%); 2019: ₩6,387,068 (21.72%); 2020: ₩6,170,055 (-3.40%); 2021: ₩28,017,841 (354.09%); 2022: ₩10,478,997 (-62.60%); 2023: ₩14,534,667 (38.70%); 2024: ₩47,951,204 (229.91%); 2025: ₩48,191,113 (0.50%)"
8,51,"₩60,627,190",5962.72%,88,"2014: ₩828,223 (-17.18%); 2015: ₩770,745 (-6.94%); 2016: ₩1,759,527 (128.29%); 2017: ₩2,553,304 (45.11%); 2018: ₩6,183,525 (142.18%); 2019: ₩7,436,296 (20.26%); 2020: ₩7,183,634 (-3.40%); 2021: ₩32,815,295 (356.81%); 2022: ₩12,911,237 (-60.65%); 2023: ₩18,010,639 (39.50%); 2024: ₩60,627,190 (236.62%)"
8,52,"₩83,510,316",8251.03%,88,"2014: ₩784,926 (-21.51%); 2015: ₩730,453 (-6.94%); 2016: ₩1,694,897 (132.03%); 2017: ₩2,459,517 (45.11%); 2018: ₩6,487,644 (163.78%); 2019: ₩7,535,402 (16.15%); 2020: ₩9,603,797 (27.45%); 2021: ₩43,870,751 (356.81%); 2022: ₩17,347,957 (-60.46%); 2023: ₩24,199,679 (39.50%); 2024: ₩50,805,233 (109.94%); 2025: ₩83,510,316 (64.37%)"
8,53,"₩58,873,198",5787.32%,84,"2014: ₩784,926 (-21.51%); 2015: ₩707,710 (-9.84%); 2016: ₩1,622,692 (129.29%); 2017: ₩2,389,385 (47.25%); 2018: ₩6,366,821 (166.46%); 2019: ₩7,384,240 (15.98%); 2020: ₩9,319,959 (26.21%); 2021: ₩41,926,304 (349.86%); 2022: ₩12,229,983 (-70.83%); 2023: ₩17,060,317 (39.50%); 2024: ₩35,816,731 (109.94%); 2025: ₩58,873,198 (64.37%)"
8,54,"₩68,246,359",6724.64%,78,"2014: ₩784,926 (-21.51%); 2015: ₩729,352 (-7.08%); 2016: ₩1,672,314 (129.29%); 2017: ₩2,483,227 (48.49%); 2018: ₩7,120,388 (186.74%); 2019: ₩8,604,185 (20.84%); 2020: ₩10,859,702 (26.21%); 2021: ₩48,852,918 (349.86%); 2022: ₩14,284,512 (-70.76%); 2023: ₩19,787,344 (38.52%); 2024: ₩41,519,088 (109.83%); 2025: ₩68,246,359 (64.37%)"
8,55,"₩139,809,586",13880.96%,80,"2014: ₩784,926 (-21.51%); 2015: ₩699,954 (-10.83%); 2016: ₩1,599,571 (128.53%); 2017: ₩5,359,537 (235.06%); 2018: ₩14,274,322 (166.33%); 2019: ₩18,311,088 (28.28%); 2020: ₩22,972,511 (25.46%); 2021: ₩103,343,000 (349.86%); 2022: ₩30,094,989 (-70.88%); 2023: ₩41,688,501 (38.52%); 2024: ₩85,056,061 (104.03%); 2025: ₩139,809,586 (64.37%)"
8,56,"₩181,452,415",18045.24%,80,"2014: ₩730,469 (-26.95%); 2015: ₩650,309 (-10.97%); 2016: ₩1,488,071 (128.83%); 2017: ₩4,972,918 (234.19%); 2018: ₩13,393,246 (169.32%); 2019: ₩17,180,844 (28.28%); 2020: ₩21,554,543 (25.46%); 2021: ₩95,913,458 (344.98%); 2022: ₩38,924,745 (-59.42%); 2023: ₩53,334,291 (37.02%); 2024: ₩110,651,474 (107.47%); 2025: ₩181,452,415 (63.99%)"
8,57,"₩163,843,044",16284.30%,82,"2014: ₩730,469 (-26.95%); 2015: ₩616,968 (-15.54%); 2016: ₩1,429,608 (131.72%); 2017: ₩4,768,158 (233.53%); 2018: ₩12,541,466 (163.03%); 2019: ₩16,088,182 (28.28%); 2020: ₩20,183,724 (25.46%); 2021: ₩91,144,541 (351.57%); 2022: ₩37,220,509 (-59.16%); 2023: ₩47,276,385 (27.02%); 2024: ₩99,913,106 (111.34%); 2025: ₩163,843,044 (63.99%)"
8,58,"₩182,466,246",18146.62%,80,"2014: ₩742,003 (-25.80%); 2015: ₩667,488 (-10.04%); 2016: ₩1,543,123 (131.18%); 2017: ₩5,170,249 (235.05%); 2018: ₩14,042,343 (171.60%); 2019: ₩18,013,504 (28.28%); 2020: ₩22,477,904 (24.78%); 2021: ₩101,504,476 (351.57%); 2022: ₩41,451,174 (-59.16%); 2023: ₩52,650,050 (27.02%); 2024: ₩111,269,718 (111.34%); 2025: ₩182,466,246 (63.99%)"
8,59,"₩158,561,927",15756.19%,82,"2014: ₩742,003 (-25.80%); 2015: ₩644,585 (-13.13%); 2016: ₩1,472,553 (128.45%); 2017: ₩4,684,777 (218.14%); 2018: ₩12,723,804 (171.60%); 2019: ₩16,272,089 (27.89%); 2020: ₩20,060,392 (23.28%); 2021: ₩90,587,606 (351.57%); 2022: ₩36,303,053 (-59.92%); 2023: ₩45,752,535 (26.03%); 2024: ₩96,692,629 (111.34%); 2025: ₩158,561,927 (63.99%)"
8,60,"₩125,802,213",12480.22%,78,"2014: ₩742,003 (-25.80%); 2015: ₩667,630 (-10.02%); 2016: ₩1,525,199 (128.45%); 2017: ₩4,852,266 (218.14%); 2018: ₩13,178,703 (171.60%); 2019: ₩16,694,388 (26.68%); 2020: ₩20,581,006 (23.28%); 2021: ₩92,018,384 (347.10%); 2022: ₩28,679,254 (-68.83%); 2023: ₩36,501,072 (27.27%); 2024: ₩76,715,432 (110.17%); 2025: ₩125,802,213 (63.99%)"
8,61,"₩73,828,809",7282.88%,78,"2014: ₩742,003 (-25.80%); 2015: ₩629,391 (-15.18%); 2016: ₩1,448,560 (130.15%); 2017: ₩4,506,287 (211.09%); 2018: ₩12,001,514 (166.33%); 2019: ₩16,006,470 (33.37%); 2020: ₩20,934,515 (30.79%); 2021: ₩92,067,367 (339.79%); 2022: ₩28,726,886 (-68.80%); 2023: ₩36,561,695 (27.27%); 2024: ₩73,828,809 (101.93%)"
8,62,"₩91,584,857",9058.49%,74,"2014: ₩742,003 (-25.80%); 2015: ₩630,521 (-15.02%); 2016: ₩1,412,013 (123.94%); 2017: ₩4,511,199 (219.49%); 2018: ₩12,216,747 (170.81%); 2019: ₩15,090,867 (23.53%); 2020: ₩22,249,932 (47.44%); 2021: ₩97,852,406 (339.79%); 2022: ₩32,749,150 (-66.53%); 2023: ₩41,680,969 (27.27%); 2024: ₩91,584,857 (119.73%)"
8,63,"₩108,765,332",10776.53%,80,"2014: ₩742,003 (-25.80%); 2015: ₩630,521 (-15.02%); 2016: ₩1,451,200 (130.16%); 2017: ₩4,616,340 (218.11%); 2018: ₩11,836,242 (156.40%); 2019: ₩13,998,338 (18.27%); 2020: ₩20,337,811 (45.29%); 2021: ₩134,500,432 (561.33%); 2022: ₩44,527,433 (-66.89%); 2023: ₩52,003,770 (16.79%); 2024: ₩108,765,332 (109.15%)"
8,64,"₩52,516,069",5151.61%,76,"2014: ₩742,003 (-25.80%); 2015: ₩651,514 (-12.20%); 2016: ₩866,161 (32.95%); 2017: ₩3,826,895 (341.82%); 2018: ₩9,158,320 (139.31%); 2019: ₩10,962,561 (19.70%); 2020: ₩15,927,211 (45.29%); 2021: ₩106,477,669 (568.53%); 2022: ₩35,473,308 (-66.68%); 2023: ₩38,237,255 (7.79%); 2024: ₩52,516,069 (37.34%)"
8,65,"₩21,361,225",2036.12%,72,"2014: ₩742,003 (-25.80%); 2015: ₩651,514 (-12.20%); 2016: ₩894,758 (37.34%); 2017: ₩3,836,442 (328.77%); 2018: ₩2,767,535 (-27.86%); 2019: ₩3,279,624 (18.50%); 2020: ₩4,764,878 (45.29%); 2021: ₩32,473,899 (581.53%); 2022: ₩14,268,118 (-56.06%); 2023: ₩15,379,836 (7.79%); 2024: ₩21,361,225 (38.89%)"
8,66,"₩20,389,718",1938.97%,74,"2014: ₩742,003 (-25.80%); 2015: ₩646,486 (-12.87%); 2016: ₩861,802 (33.31%); 2017: ₩3,721,487 (331.83%); 2018: ₩2,684,608 (-27.86%); 2019: ₩3,181,353 (18.50%); 2020: ₩4,584,178 (44.10%); 2021: ₩30,996,990 (576.17%); 2022: ₩13,619,205 (-56.06%); 2023: ₩14,680,363 (7.79%); 2024: ₩20,389,718 (38.89%)"
8,67,"₩14,874,279",1387.43%,74,"2014: ₩742,003 (-25.80%); 2015: ₩614,913 (-17.13%); 2016: ₩801,919 (30.41%); 2017: ₩3,462,898 (331.83%); 2018: ₩2,498,067 (-27.86%); 2019: ₩2,939,519 (17.67%); 2020: ₩3,979,552 (35.38%); 2021: ₩24,378,981 (512.61%); 2022: ₩10,482,833 (-57.00%); 2023: ₩10,709,310 (2.16%); 2024: ₩14,874,279 (38.89%)"
8,68,"₩152,214,212",15121.42%,72,"2014: ₩742,003 (-25.80%); 2015: ₩614,425 (-17.19%); 2016: ₩1,401,266 (128.06%); 2017: ₩4,473,255 (219.23%); 2018: ₩16,615,006 (271.43%); 2019: ₩35,164,621 (111.64%); 2020: ₩43,022,173 (22.35%); 2021: ₩244,531,440 (468.38%); 2022: ₩107,274,861 (-56.13%); 2023: ₩109,592,481 (2.16%); 2024: ₩152,214,212 (38.89%)"
8,69,"₩147,663,377",14666.34%,70,"2014: ₩742,003 (-25.80%); 2015: ₩613,160 (-17.36%); 2016: ₩1,398,382 (128.06%); 2017: ₩4,464,047 (219.23%); 2018: ₩16,863,420 (277.76%); 2019: ₩45,727,475 (171.16%); 2020: ₩41,694,953 (-8.82%); 2021: ₩233,336,127 (459.63%); 2022: ₩102,363,527 (-56.13%); 2023: ₩104,575,039 (2.16%); 2024: ₩147,663,377 (41.20%)"
8,70,"₩163,432,714",16243.27%,70,"2014: ₩765,071 (-23.49%); 2015: ₩632,222 (-17.36%); 2016: ₩1,441,855 (128.06%); 2017: ₩4,602,825 (219.23%); 2018: ₩17,387,672 (277.76%); 2019: ₩46,160,139 (165.48%); 2020: ₩41,777,655 (-9.49%); 2021: ₩253,538,338 (506.88%); 2022: ₩113,295,182 (-55.31%); 2023: ₩115,742,867 (2.16%); 2024: ₩163,432,714 (41.20%)"
8,71,"₩98,213,806",9721.38%,66,"2014: ₩765,071 (-23.49%); 2015: ₩632,222 (-17.36%); 2016: ₩1,441,855 (128.06%); 2017: ₩3,997,634 (177.26%); 2018: ₩11,406,458 (185.33%); 2019: ₩30,281,436 (165.48%); 2020: ₩27,406,490 (-9.49%); 2021: ₩143,452,333 (423.42%); 2022: ₩71,716,800 (-50.01%); 2023: ₩69,929,435 (-2.49%); 2024: ₩98,213,806 (40.45%)"
8,72,"₩90,371,555",8937.16%,68,"2014: ₩765,071 (-23.49%); 2015: ₩632,222 (-17.36%); 2016: ₩1,342,779 (112.39%); 2017: ₩3,874,777 (188.56%); 2018: ₩11,407,237 (194.40%); 2019: ₩30,283,506 (165.48%); 2020: ₩27,141,985 (-10.37%); 2021: ₩132,650,633 (388.73%); 2022: ₩66,316,656 (-50.01%); 2023: ₩64,663,875 (-2.49%); 2024: ₩90,371,555 (39.76%)"
8,73,"₩52,186,382",5118.64%,62,"2014: ₩765,071 (-23.49%); 2015: ₩631,176 (-17.50%); 2016: ₩807,079 (27.87%); 2017: ₩2,328,940 (188.56%); 2018: ₩6,856,334 (194.40%); 2019: ₩18,201,940 (165.48%); 2020: ₩16,984,188 (-6.69%); 2021: ₩79,959,852 (370.79%); 2022: ₩40,025,517 (-49.94%); 2023: ₩37,000,552 (-7.56%); 2024: ₩52,186,382 (41.04%)"
8,74,"₩50,819,094",4981.91%,62,"2014: ₩765,071 (-23.49%); 2015: ₩628,744 (-17.82%); 2016: ₩835,719 (32.92%); 2017: ₩2,399,709 (187.14%); 2018: ₩7,064,676 (194.40%); 2019: ₩18,755,036 (165.48%); 2020: ₩16,725,667 (-10.82%); 2021: ₩78,742,763 (370.79%); 2022: ₩39,416,279 (-49.94%); 2023: ₩36,437,357 (-7.56%); 2024: ₩50,819,094 (39.47%)"
8,75,"₩45,931,066",4493.11%,64,"2014: ₩765,071 (-23.49%); 2015: ₩624,778 (-18.34%); 2016: ₩830,448 (32.92%); 2017: ₩2,433,985 (193.09%); 2018: ₩7,165,584 (194.40%); 2019: ₩19,022,923 (165.48%); 2020: ₩16,148,024 (-15.11%); 2021: ₩72,986,516 (351.98%); 2022: ₩36,534,873 (-49.94%); 2023: ₩33,773,716 (-7.56%); 2024: ₩45,931,066 (36.00%)"
8,76,"₩36,142,961",3514.30%,60,"2014: ₩765,071 (-23.49%); 2015: ₩651,175 (-14.89%); 2016: ₩865,534 (32.92%); 2017: ₩2,429,503 (180.69%); 2018: ₩7,152,390 (194.40%); 2019: ₩18,987,898 (165.48%); 2020: ₩16,118,292 (-15.11%); 2021: ₩86,367,610 (435.84%); 2022: ₩43,233,050 (-49.94%); 2023: ₩39,965,672 (-7.56%); 2024: ₩36,142,961 (-9.56%)"
8,77,"₩30,511,008",2951.10%,62,"2014: ₩702,449 (-29.76%); 2015: ₩602,232 (-14.27%); 2016: ₩800,480 (32.92%); 2017: ₩2,246,900 (180.69%); 2018: ₩6,614,810 (194.40%); 2019: ₩17,425,895 (163.44%); 2020: ₩15,065,914 (-13.54%); 2021: ₩80,728,588 (435.84%); 2022: ₩36,496,289 (-54.79%); 2023: ₩33,738,048 (-7.56%); 2024: ₩30,511,008 (-9.56%)"
8,78,"₩32,586,265",3158.63%,64,"2014: ₩702,449 (-29.76%); 2015: ₩580,751 (-17.32%); 2016: ₩771,927 (32.92%); 2017: ₩2,166,754 (180.69%); 2018: ₩6,378,864 (194.40%); 2019: ₩16,804,325 (163.44%); 2020: ₩14,492,408 (-13.76%); 2021: ₩77,655,541 (435.84%); 2022: ₩39,008,703 (-49.77%); 2023: ₩38,240,629 (-1.97%); 2024: ₩32,586,265 (-14.79%)"
8,79,"₩35,102,242",3410.22%,60,"2014: ₩702,449 (-29.76%); 2015: ₩616,788 (-12.19%); 2016: ₩819,827 (32.92%); 2017: ₩2,301,207 (180.69%); 2018: ₩7,171,117 (211.62%); 2019: ₩18,738,578 (161.31%); 2020: ₩16,181,185 (-13.65%); 2021: ₩86,704,614 (435.84%); 2022: ₩41,423,864 (-52.22%); 2023: ₩40,608,236 (-1.97%); 2024: ₩35,102,242 (-13.56%)"
9,20,"₩51,354,996",5035.50%,178,"2014: ₩663,528 (-33.65%); 2015: ₩1,037,068 (56.30%); 2016: ₩960,933 (-7.34%); 2017: ₩12,396,001 (1190.00%); 2018: ₩11,312,652 (-8.74%); 2019: ₩15,981,409 (41.27%); 2020: ₩19,561,171 (22.40%); 2021: ₩31,478,067 (60.92%); 2022: ₩20,644,427 (-34.42%); 2023: ₩28,586,676 (38.47%); 2024: ₩56,656,039 (98.19%); 2025: ₩51,354,996 (-9.36%)"
9,21,"₩19,114,517",1811.45%,162,"2014: ₩472,817 (-52.72%); 2015: ₩705,672 (49.25%); 2016: ₩505,969 (-28.30%); 2017: ₩5,395,137 (966.30%); 2018: ₩4,867,795 (-9.77%); 2019: ₩4,723,242 (-2.97%); 2020: ₩6,873,187 (45.52%); 2021: ₩10,681,861 (55.41%); 2022: ₩6,810,237 (-36.24%); 2023: ₩9,729,231 (42.86%); 2024: ₩19,553,977 (100.98%); 2025: ₩19,114,517 (-2.25%)"
9,22,"₩8,587,068",758.71%,154,"2014: ₩478,535 (-52.15%); 2015: ₩715,083 (49.43%); 2016: ₩514,724 (-28.02%); 2017: ₩2,665,870 (417.92%); 2018: ₩2,222,898 (-16.62%); 2019: ₩2,173,486 (-2.22%); 2020: ₩3,189,107 (46.73%); 2021: ₩5,148,338 (61.44%); 2022: ₩3,282,331 (-36.24%); 2023: ₩4,581,026 (39.57%); 2024: ₩8,772,199 (91.49%); 2025: ₩8,587,068 (-2.11%)"
9,23,"₩24,563,845",2356.38%,154,"2014: ₩723,229 (-27.68%); 2015: ₩987,830 (36.59%); 2016: ₩1,019,473 (3.20%); 2017: ₩5,067,596 (397.08%); 2018: ₩4,700,980 (-7.23%); 2019: ₩6,673,641 (41.96%); 2020: ₩9,719,674 (45.64%); 2021: ₩15,009,918 (54.43%); 2022: ₩9,471,706 (-36.90%); 2023: ₩13,284,656 (40.26%); 2024: ₩25,093,424 (88.89%); 2025: ₩24,563,845 (-2.11%)"
9,24,"₩61,798,978",6079.90%,152,"2014: ₩507,630 (-49.24%); 2015: ₩697,287 (37.36%); 2016: ₩752,299 (7.89%); 2017: ₩7,381,748 (881.22%); 2018: ₩6,374,362 (-13.65%); 2019: ₩14,120,316 (121.52%); 2020: ₩21,376,586 (51.39%); 2021: ₩38,427,899 (79.77%); 2022: ₩24,404,786 (-36.49%); 2023: ₩34,393,168 (40.93%); 2024: ₩64,352,295 (87.11%); 2025: ₩61,798,978 (-3.97%)"
9,25,"₩52,568,332",5156.83%,144,"2014: ₩535,140 (-46.49%); 2015: ₩730,075 (36.43%); 2016: ₩749,214 (2.62%); 2017: ₩6,002,121 (701.12%); 2018: ₩4,935,786 (-17.77%); 2019: ₩10,932,908 (121.50%); 2020: ₩16,534,311 (51.23%); 2021: ₩28,925,954 (74.95%); 2022: ₩17,675,673 (-38.89%); 2023: ₩24,080,725 (36.24%); 2024: ₩52,160,317 (116.61%); 2025: ₩52,568,332 (0.78%)"
9,26,"₩109,691,907",10869.19%,144,"2014: ₩535,140 (-46.49%); 2015: ₩713,097 (33.25%); 2016: ₩731,791 (2.62%); 2017: ₩7,128,010 (874.05%); 2018: ₩5,584,687 (-21.65%); 2019: ₩12,842,020 (129.95%); 2020: ₩32,439,402 (152.60%); 2021: ₩68,144,255 (110.07%); 2022: ₩41,879,467 (-38.54%); 2023: ₩52,536,617 (25.45%); 2024: ₩108,840,521 (107.17%); 2025: ₩109,691,907 (0.78%)"
