n,m,final_balance,total_return,trade_count,yearly_details
10,35,"₩3,333,390",233.34%,714,"2014: ₩572,467 (-42.75%); 2015: ₩557,945 (-2.54%); 2016: ₩625,588 (12.12%); 2017: ₩9,130,424 (1359.50%); 2018: ₩4,705,403 (-48.46%); 2019: ₩4,983,609 (5.91%); 2020: ₩7,356,643 (47.62%); 2021: ₩9,479,915 (28.86%); 2022: ₩2,920,743 (-69.19%); 2023: ₩3,223,239 (10.36%); 2024: ₩3,622,960 (12.40%); 2025: ₩3,333,390 (-7.99%)"
10,36,"₩4,466,975",346.70%,696,"2014: ₩671,348 (-32.87%); 2015: ₩640,101 (-4.65%); 2016: ₩785,771 (22.76%); 2017: ₩11,467,023 (1359.33%); 2018: ₩6,519,630 (-43.14%); 2019: ₩7,183,464 (10.18%); 2020: ₩10,445,851 (45.42%); 2021: ₩12,740,378 (21.97%); 2022: ₩3,855,922 (-69.73%); 2023: ₩4,226,954 (9.62%); 2024: ₩4,867,837 (15.16%); 2025: ₩4,466,975 (-8.23%)"
10,37,"₩2,537,727",153.77%,698,"2014: ₩707,382 (-29.26%); 2015: ₩645,845 (-8.70%); 2016: ₩787,925 (22.00%); 2017: ₩6,636,324 (742.25%); 2018: ₩4,029,343 (-39.28%); 2019: ₩4,613,237 (14.49%); 2020: ₩6,244,124 (35.35%); 2021: ₩6,888,875 (10.33%); 2022: ₩2,164,486 (-68.58%); 2023: ₩2,411,244 (11.40%); 2024: ₩2,765,460 (14.69%); 2025: ₩2,537,727 (-8.23%)"
10,38,"₩3,455,342",245.53%,688,"2014: ₩666,707 (-33.33%); 2015: ₩610,959 (-8.36%); 2016: ₩778,457 (27.42%); 2017: ₩6,014,515 (672.62%); 2018: ₩4,089,580 (-32.00%); 2019: ₩4,504,236 (10.14%); 2020: ₩5,848,898 (29.85%); 2021: ₩7,708,823 (31.80%); 2022: ₩2,410,994 (-68.72%); 2023: ₩3,109,254 (28.96%); 2024: ₩3,820,889 (22.89%); 2025: ₩3,455,342 (-9.57%)"
10,39,"₩3,073,437",207.34%,682,"2014: ₩700,693 (-29.93%); 2015: ₩674,841 (-3.69%); 2016: ₩796,779 (18.07%); 2017: ₩3,637,248 (356.49%); 2018: ₩2,343,955 (-35.56%); 2019: ₩2,749,652 (17.31%); 2020: ₩3,712,960 (35.03%); 2021: ₩6,127,588 (65.03%); 2022: ₩1,860,458 (-69.64%); 2023: ₩2,703,016 (45.29%); 2024: ₩3,394,552 (25.58%); 2025: ₩3,073,437 (-9.46%)"
10,40,"₩5,074,982",407.50%,652,"2014: ₩714,821 (-28.52%); 2015: ₩741,925 (3.79%); 2016: ₩886,665 (19.51%); 2017: ₩5,918,593 (567.51%); 2018: ₩3,778,318 (-36.16%); 2019: ₩4,831,681 (27.88%); 2020: ₩6,646,876 (37.57%); 2021: ₩11,327,441 (70.42%); 2022: ₩3,358,496 (-70.35%); 2023: ₩4,627,973 (37.80%); 2024: ₩5,634,888 (21.76%); 2025: ₩5,074,982 (-9.94%)"
10,41,"₩8,340,103",734.01%,662,"2014: ₩684,233 (-31.58%); 2015: ₩674,479 (-1.43%); 2016: ₩811,814 (20.36%); 2017: ₩8,685,605 (969.90%); 2018: ₩5,079,200 (-41.52%); 2019: ₩6,433,824 (26.67%); 2020: ₩9,111,856 (41.62%); 2021: ₩15,794,156 (73.34%); 2022: ₩4,690,127 (-70.30%); 2023: ₩6,656,728 (41.93%); 2024: ₩9,275,988 (39.35%); 2025: ₩8,340,103 (-10.09%)"
10,42,"₩12,965,851",1196.59%,640,"2014: ₩659,007 (-34.10%); 2015: ₩783,565 (18.90%); 2016: ₩1,026,963 (31.06%); 2017: ₩12,204,220 (1088.38%); 2018: ₩7,435,148 (-39.08%); 2019: ₩9,312,569 (25.25%); 2020: ₩13,490,714 (44.87%); 2021: ₩21,666,756 (60.60%); 2022: ₩7,012,392 (-67.64%); 2023: ₩10,332,560 (47.35%); 2024: ₩14,246,637 (37.88%); 2025: ₩12,965,851 (-8.99%)"
10,43,"₩8,911,841",791.18%,612,"2014: ₩680,287 (-31.97%); 2015: ₩629,142 (-7.52%); 2016: ₩851,508 (35.34%); 2017: ₩8,208,251 (863.97%); 2018: ₩5,031,173 (-38.71%); 2019: ₩6,000,261 (19.26%); 2020: ₩8,645,885 (44.09%); 2021: ₩13,868,655 (60.41%); 2022: ₩5,253,016 (-62.12%); 2023: ₩7,940,926 (51.17%); 2024: ₩9,964,747 (25.49%); 2025: ₩8,911,841 (-10.57%)"
10,44,"₩6,684,372",568.44%,602,"2014: ₩433,588 (-56.64%); 2015: ₩407,567 (-6.00%); 2016: ₩551,877 (35.41%); 2017: ₩5,460,601 (889.46%); 2018: ₩3,010,769 (-44.86%); 2019: ₩3,738,867 (24.18%); 2020: ₩5,504,890 (47.23%); 2021: ₩10,189,132 (85.09%); 2022: ₩4,538,034 (-55.46%); 2023: ₩7,037,051 (55.07%); 2024: ₩7,474,110 (6.21%); 2025: ₩6,684,372 (-10.57%)"
10,45,"₩11,813,388",1081.34%,598,"2014: ₩569,162 (-43.08%); 2015: ₩520,223 (-8.60%); 2016: ₩690,818 (32.79%); 2017: ₩6,444,435 (832.87%); 2018: ₩3,682,717 (-42.85%); 2019: ₩4,855,612 (31.85%); 2020: ₩9,682,298 (99.40%); 2021: ₩15,807,091 (63.26%); 2022: ₩8,130,684 (-48.56%); 2023: ₩12,444,468 (53.06%); 2024: ₩13,209,104 (6.14%); 2025: ₩11,813,388 (-10.57%)"
10,46,"₩12,698,110",1169.81%,582,"2014: ₩656,673 (-34.33%); 2015: ₩444,764 (-32.27%); 2016: ₩586,193 (31.80%); 2017: ₩5,877,017 (902.57%); 2018: ₩3,258,625 (-44.55%); 2019: ₩5,312,227 (63.02%); 2020: ₩10,251,601 (92.98%); 2021: ₩18,358,744 (79.08%); 2022: ₩8,975,072 (-51.11%); 2023: ₩13,761,909 (53.33%); 2024: ₩14,523,090 (5.53%); 2025: ₩12,698,110 (-12.57%)"
10,47,"₩8,839,783",783.98%,574,"2014: ₩430,168 (-56.98%); 2015: ₩286,333 (-33.44%); 2016: ₩384,085 (34.14%); 2017: ₩3,688,512 (860.34%); 2018: ₩2,050,051 (-44.42%); 2019: ₩3,314,247 (61.67%); 2020: ₩6,418,775 (93.67%); 2021: ₩11,418,759 (77.90%); 2022: ₩6,176,319 (-45.91%); 2023: ₩9,499,861 (53.81%); 2024: ₩10,174,980 (7.11%); 2025: ₩8,839,783 (-13.12%)"
10,48,"₩6,859,838",585.98%,548,"2014: ₩451,978 (-54.80%); 2015: ₩288,584 (-36.15%); 2016: ₩375,870 (30.25%); 2017: ₩3,621,046 (863.38%); 2018: ₩1,850,299 (-48.90%); 2019: ₩2,545,530 (37.57%); 2020: ₩5,093,058 (100.08%); 2021: ₩8,760,887 (72.02%); 2022: ₩4,559,984 (-47.95%); 2023: ₩7,169,903 (57.24%); 2024: ₩7,588,874 (5.84%); 2025: ₩6,859,838 (-9.61%)"
10,49,"₩7,302,649",630.26%,548,"2014: ₩313,482 (-68.65%); 2015: ₩201,978 (-35.57%); 2016: ₩258,916 (28.19%); 2017: ₩2,653,117 (924.70%); 2018: ₩1,821,200 (-31.36%); 2019: ₩2,635,963 (44.74%); 2020: ₩5,286,519 (100.55%); 2021: ₩9,006,156 (70.36%); 2022: ₩4,564,989 (-49.31%); 2023: ₩7,192,574 (57.56%); 2024: ₩8,078,746 (12.32%); 2025: ₩7,302,649 (-9.61%)"
10,50,"₩6,823,085",582.31%,542,"2014: ₩361,311 (-63.87%); 2015: ₩236,675 (-34.50%); 2016: ₩299,833 (26.69%); 2017: ₩3,158,516 (953.42%); 2018: ₩1,999,419 (-36.70%); 2019: ₩2,712,686 (35.67%); 2020: ₩5,799,397 (113.79%); 2021: ₩8,859,559 (52.77%); 2022: ₩4,357,569 (-50.82%); 2023: ₩6,758,876 (55.11%); 2024: ₩7,704,173 (13.99%); 2025: ₩6,823,085 (-11.44%)"
10,51,"₩5,918,206",491.82%,530,"2014: ₩322,361 (-67.76%); 2015: ₩219,373 (-31.95%); 2016: ₩286,811 (30.74%); 2017: ₩3,005,142 (947.78%); 2018: ₩1,841,263 (-38.73%); 2019: ₩2,504,823 (36.04%); 2020: ₩5,143,991 (105.36%); 2021: ₩7,923,290 (54.03%); 2022: ₩4,010,038 (-49.39%); 2023: ₩5,951,379 (48.41%); 2024: ₩6,698,268 (12.55%); 2025: ₩5,918,206 (-11.65%)"
10,52,"₩6,562,465",556.25%,518,"2014: ₩327,393 (-67.26%); 2015: ₩237,727 (-27.39%); 2016: ₩295,007 (24.10%); 2017: ₩2,961,506 (903.88%); 2018: ₩1,825,717 (-38.35%); 2019: ₩2,633,567 (44.25%); 2020: ₩5,379,184 (104.25%); 2021: ₩8,503,375 (58.08%); 2022: ₩4,331,316 (-49.06%); 2023: ₩6,301,971 (45.50%); 2024: ₩7,427,445 (17.86%); 2025: ₩6,562,465 (-11.65%)"
10,53,"₩6,807,049",580.70%,510,"2014: ₩331,451 (-66.85%); 2015: ₩244,693 (-26.18%); 2016: ₩307,409 (25.63%); 2017: ₩2,706,232 (780.34%); 2018: ₩1,619,262 (-40.17%); 2019: ₩2,384,367 (47.25%); 2020: ₩5,007,576 (110.02%); 2021: ₩8,168,288 (63.12%); 2022: ₩4,273,548 (-47.68%); 2023: ₩6,510,129 (52.34%); 2024: ₩7,704,267 (18.34%); 2025: ₩6,807,049 (-11.65%)"
10,54,"₩9,541,183",854.12%,522,"2014: ₩465,970 (-53.40%); 2015: ₩436,114 (-6.41%); 2016: ₩526,754 (20.78%); 2017: ₩4,091,932 (676.82%); 2018: ₩2,395,953 (-41.45%); 2019: ₩3,256,925 (35.93%); 2020: ₩6,894,476 (111.69%); 2021: ₩11,179,594 (62.15%); 2022: ₩5,957,143 (-46.71%); 2023: ₩8,675,077 (45.62%); 2024: ₩10,472,565 (20.72%); 2025: ₩9,541,183 (-8.89%)"
10,55,"₩9,605,397",860.54%,524,"2014: ₩550,290 (-44.97%); 2015: ₩473,105 (-14.03%); 2016: ₩570,089 (20.50%); 2017: ₩4,737,337 (730.98%); 2018: ₩2,640,483 (-44.26%); 2019: ₩3,476,777 (31.67%); 2020: ₩6,852,530 (97.09%); 2021: ₩10,997,923 (60.49%); 2022: ₩6,058,392 (-44.91%); 2023: ₩9,006,389 (48.66%); 2024: ₩10,543,048 (17.06%); 2025: ₩9,605,397 (-8.89%)"
10,56,"₩21,460,957",2046.10%,506,"2014: ₩528,698 (-47.13%); 2015: ₩580,769 (9.85%); 2016: ₩714,828 (23.08%); 2017: ₩6,882,199 (862.78%); 2018: ₩3,882,149 (-43.59%); 2019: ₩6,697,119 (72.51%); 2020: ₩12,632,387 (88.62%); 2021: ₩20,164,114 (59.62%); 2022: ₩12,320,634 (-38.90%); 2023: ₩18,440,416 (49.67%); 2024: ₩23,612,351 (28.05%); 2025: ₩21,460,957 (-9.11%)"
10,57,"₩25,537,665",2453.77%,498,"2014: ₩508,314 (-49.17%); 2015: ₩558,378 (9.85%); 2016: ₩665,096 (19.11%); 2017: ₩5,449,108 (719.30%); 2018: ₩4,818,796 (-11.57%); 2019: ₩8,808,834 (82.80%); 2020: ₩16,530,253 (87.66%); 2021: ₩28,353,726 (71.53%); 2022: ₩16,867,445 (-40.51%); 2023: ₩24,683,687 (46.34%); 2024: ₩28,097,737 (13.83%); 2025: ₩25,537,665 (-9.11%)"
10,58,"₩33,912,554",3291.26%,490,"2014: ₩548,336 (-45.17%); 2015: ₩907,448 (65.49%); 2016: ₩1,066,382 (17.51%); 2017: ₩10,027,340 (840.31%); 2018: ₩8,841,380 (-11.83%); 2019: ₩12,587,130 (42.37%); 2020: ₩23,952,397 (90.29%); 2021: ₩45,410,294 (89.59%); 2022: ₩24,043,733 (-47.05%); 2023: ₩32,223,389 (34.02%); 2024: ₩38,163,605 (18.43%); 2025: ₩33,912,554 (-11.14%)"
10,59,"₩41,746,510",4074.65%,492,"2014: ₩537,466 (-46.25%); 2015: ₩863,275 (60.62%); 2016: ₩984,557 (14.05%); 2017: ₩8,832,929 (797.15%); 2018: ₩7,218,152 (-18.28%); 2019: ₩10,070,770 (39.52%); 2020: ₩19,918,087 (97.78%); 2021: ₩58,052,688 (191.46%); 2022: ₩29,404,794 (-49.35%); 2023: ₩38,961,530 (32.50%); 2024: ₩46,979,574 (20.58%); 2025: ₩41,746,510 (-11.14%)"
10,60,"₩63,890,071",6289.01%,486,"2014: ₩566,205 (-43.38%); 2015: ₩908,319 (60.42%); 2016: ₩1,045,696 (15.12%); 2017: ₩12,633,830 (1108.17%); 2018: ₩10,279,369 (-18.64%); 2019: ₩14,613,838 (42.17%); 2020: ₩28,655,879 (96.09%); 2021: ₩83,751,304 (192.27%); 2022: ₩43,044,329 (-48.60%); 2023: ₩60,070,676 (39.56%); 2024: ₩71,894,770 (19.68%); 2025: ₩63,890,071 (-11.13%)"
10,61,"₩58,507,784",5750.78%,482,"2014: ₩582,504 (-41.75%); 2015: ₩934,341 (60.40%); 2016: ₩1,066,297 (14.12%); 2017: ₩11,925,064 (1018.36%); 2018: ₩9,576,018 (-19.70%); 2019: ₩13,780,525 (43.91%); 2020: ₩27,658,093 (100.70%); 2021: ₩76,636,967 (177.09%); 2022: ₩39,905,930 (-47.93%); 2023: ₩56,435,904 (41.42%); 2024: ₩65,838,144 (16.66%); 2025: ₩58,507,784 (-11.13%)"
10,62,"₩35,775,645",3477.56%,486,"2014: ₩581,385 (-41.86%); 2015: ₩974,776 (67.66%); 2016: ₩1,005,845 (3.19%); 2017: ₩9,873,696 (881.63%); 2018: ₩6,974,433 (-29.36%); 2019: ₩7,369,160 (5.66%); 2020: ₩14,785,579 (100.64%); 2021: ₩47,689,370 (222.54%); 2022: ₩25,430,277 (-46.68%); 2023: ₩35,601,899 (40.00%); 2024: ₩40,089,666 (12.61%); 2025: ₩35,775,645 (-10.76%)"
10,63,"₩27,752,443",2675.24%,464,"2014: ₩620,342 (-37.97%); 2015: ₩994,138 (60.26%); 2016: ₩1,051,660 (5.79%); 2017: ₩12,231,751 (1063.09%); 2018: ₩7,042,297 (-42.43%); 2019: ₩7,483,263 (6.26%); 2020: ₩15,056,557 (101.20%); 2021: ₩29,314,451 (94.70%); 2022: ₩15,334,872 (-47.69%); 2023: ₩22,535,127 (46.95%); 2024: ₩31,098,983 (38.00%); 2025: ₩27,752,443 (-10.76%)"
10,64,"₩14,610,993",1361.10%,456,"2014: ₩605,624 (-39.44%); 2015: ₩935,689 (54.50%); 2016: ₩967,786 (3.43%); 2017: ₩7,486,441 (673.56%); 2018: ₩4,618,877 (-38.30%); 2019: ₩4,925,810 (6.65%); 2020: ₩9,567,849 (94.24%); 2021: ₩14,402,718 (50.53%); 2022: ₩7,722,980 (-46.38%); 2023: ₩11,792,495 (52.69%); 2024: ₩16,372,865 (38.84%); 2025: ₩14,610,993 (-10.76%)"
10,65,"₩18,772,972",1777.30%,452,"2014: ₩969,799 (-3.02%); 2015: ₩1,509,178 (55.62%); 2016: ₩1,635,459 (8.37%); 2017: ₩8,150,399 (398.36%); 2018: ₩5,370,475 (-34.11%); 2019: ₩6,163,525 (14.77%); 2020: ₩11,820,727 (91.79%); 2021: ₩18,352,646 (55.26%); 2022: ₩9,989,112 (-45.57%); 2023: ₩15,345,063 (53.62%); 2024: ₩21,037,928 (37.10%); 2025: ₩18,772,972 (-10.77%)"
10,66,"₩21,867,154",2086.72%,446,"2014: ₩870,433 (-12.96%); 2015: ₩1,249,532 (43.55%); 2016: ₩1,327,451 (6.24%); 2017: ₩6,399,530 (382.09%); 2018: ₩4,071,853 (-36.37%); 2019: ₩6,963,346 (71.01%); 2020: ₩13,396,732 (92.39%); 2021: ₩20,974,508 (56.56%); 2022: ₩10,815,703 (-48.43%); 2023: ₩16,664,312 (54.08%); 2024: ₩24,505,423 (47.05%); 2025: ₩21,867,154 (-10.77%)"
10,67,"₩21,557,588",2055.76%,442,"2014: ₩854,061 (-14.59%); 2015: ₩1,232,794 (44.34%); 2016: ₩1,293,717 (4.94%); 2017: ₩6,653,269 (414.28%); 2018: ₩4,285,539 (-35.59%); 2019: ₩7,003,252 (63.42%); 2020: ₩12,612,195 (80.09%); 2021: ₩19,260,699 (52.71%); 2022: ₩10,180,619 (-47.14%); 2023: ₩16,160,485 (58.74%); 2024: ₩24,007,624 (48.56%); 2025: ₩21,557,588 (-10.21%)"
10,68,"₩20,808,311",1980.83%,432,"2014: ₩880,584 (-11.94%); 2015: ₩1,234,990 (40.25%); 2016: ₩1,300,013 (5.27%); 2017: ₩6,223,699 (378.74%); 2018: ₩3,759,544 (-39.59%); 2019: ₩6,889,600 (83.26%); 2020: ₩13,193,055 (91.49%); 2021: ₩19,173,649 (45.33%); 2022: ₩10,291,461 (-46.32%); 2023: ₩16,074,041 (56.19%); 2024: ₩23,173,192 (44.17%); 2025: ₩20,808,311 (-10.21%)"
10,69,"₩14,278,574",1327.86%,428,"2014: ₩623,387 (-37.66%); 2015: ₩849,021 (36.19%); 2016: ₩894,775 (5.39%); 2017: ₩3,729,981 (316.86%); 2018: ₩2,305,922 (-38.18%); 2019: ₩4,426,684 (91.97%); 2020: ₩8,171,026 (84.59%); 2021: ₩12,038,494 (47.33%); 2022: ₩6,572,530 (-45.40%); 2023: ₩10,200,353 (55.20%); 2024: ₩15,901,345 (55.89%); 2025: ₩14,278,574 (-10.21%)"
10,70,"₩18,665,882",1766.59%,418,"2014: ₩622,024 (-37.80%); 2015: ₩867,586 (39.48%); 2016: ₩901,274 (3.88%); 2017: ₩7,385,008 (719.40%); 2018: ₩3,628,816 (-50.86%); 2019: ₩5,136,841 (41.56%); 2020: ₩9,502,162 (84.98%); 2021: ₩14,167,767 (49.10%); 2022: ₩8,642,309 (-39.00%); 2023: ₩13,987,025 (61.84%); 2024: ₩20,701,315 (48.00%); 2025: ₩18,665,882 (-9.83%)"
10,71,"₩32,009,568",3100.96%,418,"2014: ₩610,755 (-38.92%); 2015: ₩918,869 (50.45%); 2016: ₩940,335 (2.34%); 2017: ₩11,142,855 (1084.99%); 2018: ₩5,478,090 (-50.84%); 2019: ₩7,717,740 (40.88%); 2020: ₩14,547,942 (88.50%); 2021: ₩21,631,578 (48.69%); 2022: ₩13,072,005 (-39.57%); 2023: ₩21,251,441 (62.57%); 2024: ₩35,383,199 (66.50%); 2025: ₩32,009,568 (-9.53%)"
10,72,"₩33,281,357",3228.14%,424,"2014: ₩652,024 (-34.80%); 2015: ₩1,028,307 (57.71%); 2016: ₩1,036,120 (0.76%); 2017: ₩13,102,669 (1164.59%); 2018: ₩6,462,814 (-50.68%); 2019: ₩8,802,313 (36.20%); 2020: ₩14,765,432 (67.74%); 2021: ₩21,381,752 (44.81%); 2022: ₩13,623,311 (-36.29%); 2023: ₩22,029,924 (61.71%); 2024: ₩36,308,058 (64.81%); 2025: ₩33,281,357 (-8.34%)"
10,73,"₩29,369,665",2836.97%,414,"2014: ₩614,953 (-38.50%); 2015: ₩1,025,759 (66.80%); 2016: ₩1,065,831 (3.91%); 2017: ₩14,459,603 (1256.65%); 2018: ₩7,329,966 (-49.31%); 2019: ₩8,357,959 (14.02%); 2020: ₩14,016,948 (67.71%); 2021: ₩19,655,056 (40.22%); 2022: ₩12,474,300 (-36.53%); 2023: ₩19,516,751 (56.46%); 2024: ₩32,038,774 (64.16%); 2025: ₩29,369,665 (-8.33%)"
10,74,"₩13,920,942",1292.09%,404,"2014: ₩678,225 (-32.18%); 2015: ₩1,087,509 (60.35%); 2016: ₩1,142,399 (5.05%); 2017: ₩7,484,838 (555.19%); 2018: ₩4,785,577 (-36.06%); 2019: ₩7,088,485 (48.12%); 2020: ₩11,887,942 (67.71%); 2021: ₩14,841,451 (24.84%); 2022: ₩8,729,897 (-41.18%); 2023: ₩9,685,950 (10.95%); 2024: ₩15,686,233 (61.95%); 2025: ₩13,920,942 (-11.25%)"
10,75,"₩13,956,692",1295.67%,408,"2014: ₩644,296 (-35.57%); 2015: ₩1,031,227 (60.05%); 2016: ₩1,091,485 (5.84%); 2017: ₩7,259,535 (565.11%); 2018: ₩4,613,878 (-36.44%); 2019: ₩6,717,834 (45.60%); 2020: ₩11,562,810 (72.12%); 2021: ₩14,517,518 (25.55%); 2022: ₩8,131,837 (-43.99%); 2023: ₩9,385,662 (15.42%); 2024: ₩15,713,124 (67.42%); 2025: ₩13,956,692 (-11.18%)"
10,76,"₩12,094,051",1109.41%,400,"2014: ₩742,510 (-25.75%); 2015: ₩731,332 (-1.51%); 2016: ₩828,135 (13.24%); 2017: ₩6,020,781 (627.03%); 2018: ₩3,794,114 (-36.98%); 2019: ₩5,433,245 (43.20%); 2020: ₩8,934,765 (64.45%); 2021: ₩12,008,109 (34.40%); 2022: ₩6,889,564 (-42.63%); 2023: ₩8,029,953 (16.55%); 2024: ₩13,572,285 (69.02%); 2025: ₩12,094,051 (-10.89%)"
10,77,"₩14,178,661",1317.87%,396,"2014: ₩746,744 (-25.33%); 2015: ₩652,455 (-12.63%); 2016: ₩733,799 (12.47%); 2017: ₩5,201,603 (608.86%); 2018: ₩3,398,337 (-34.67%); 2019: ₩6,168,031 (81.50%); 2020: ₩10,232,559 (65.90%); 2021: ₩13,890,779 (35.75%); 2022: ₩7,935,821 (-42.87%); 2023: ₩9,102,139 (14.70%); 2024: ₩15,875,421 (74.41%); 2025: ₩14,178,661 (-10.69%)"
10,78,"₩14,650,548",1365.05%,404,"2014: ₩738,405 (-26.16%); 2015: ₩646,820 (-12.40%); 2016: ₩707,232 (9.34%); 2017: ₩4,997,419 (606.62%); 2018: ₩3,688,926 (-26.18%); 2019: ₩7,250,829 (96.56%); 2020: ₩11,787,186 (62.56%); 2021: ₩16,535,237 (40.28%); 2022: ₩8,835,790 (-46.56%); 2023: ₩10,306,470 (16.64%); 2024: ₩16,403,780 (59.16%); 2025: ₩14,650,548 (-10.69%)"
10,79,"₩19,722,860",1872.29%,398,"2014: ₩1,028,197 (2.82%); 2015: ₩899,194 (-12.55%); 2016: ₩1,050,024 (16.77%); 2017: ₩8,056,319 (667.25%); 2018: ₩5,828,077 (-27.66%); 2019: ₩11,590,221 (98.87%); 2020: ₩19,135,606 (65.10%); 2021: ₩27,884,499 (45.72%); 2022: ₩15,449,674 (-44.59%); 2023: ₩17,979,712 (16.38%); 2024: ₩22,130,335 (23.09%); 2025: ₩19,722,860 (-10.88%)"
11,20,"₩5,023",-99.50%,1180,"2014: ₩162,634 (-83.74%); 2015: ₩104,854 (-35.53%); 2016: ₩58,349 (-44.35%); 2017: ₩278,723 (377.69%); 2018: ₩46,489 (-83.32%); 2019: ₩46,060 (-0.92%); 2020: ₩64,362 (39.73%); 2021: ₩84,859 (31.85%); 2022: ₩18,048 (-78.73%); 2023: ₩10,000 (-44.59%); 2024: ₩5,928 (-40.72%); 2025: ₩5,023 (-15.26%)"
11,21,"₩11,255",-98.87%,1136,"2014: ₩203,049 (-79.70%); 2015: ₩143,128 (-29.51%); 2016: ₩74,946 (-47.64%); 2017: ₩300,884 (301.47%); 2018: ₩58,212 (-80.65%); 2019: ₩59,025 (1.40%); 2020: ₩90,241 (52.88%); 2021: ₩100,051 (10.87%); 2022: ₩21,727 (-78.28%); 2023: ₩14,133 (-34.95%); 2024: ₩12,394 (-12.30%); 2025: ₩11,255 (-9.19%)"
11,22,"₩28,792",-97.12%,1066,"2014: ₩202,394 (-79.76%); 2015: ₩193,945 (-4.17%); 2016: ₩132,695 (-31.58%); 2017: ₩546,574 (311.90%); 2018: ₩155,610 (-71.53%); 2019: ₩131,964 (-15.20%); 2020: ₩225,212 (70.66%); 2021: ₩257,123 (14.17%); 2022: ₩43,117 (-83.23%); 2023: ₩37,522 (-12.98%); 2024: ₩31,470 (-16.13%); 2025: ₩28,792 (-8.51%)"
11,23,"₩70,948",-92.91%,1022,"2014: ₩214,369 (-78.56%); 2015: ₩197,241 (-7.99%); 2016: ₩139,234 (-29.41%); 2017: ₩511,674 (267.49%); 2018: ₩162,085 (-68.32%); 2019: ₩185,843 (14.66%); 2020: ₩262,271 (41.13%); 2021: ₩359,003 (36.88%); 2022: ₩80,034 (-77.71%); 2023: ₩80,943 (1.14%); 2024: ₩77,667 (-4.05%); 2025: ₩70,948 (-8.65%)"
11,24,"₩97,696",-90.23%,966,"2014: ₩189,068 (-81.09%); 2015: ₩155,822 (-17.58%); 2016: ₩117,898 (-24.34%); 2017: ₩442,246 (275.11%); 2018: ₩194,045 (-56.12%); 2019: ₩266,354 (37.26%); 2020: ₩364,612 (36.89%); 2021: ₩438,353 (20.22%); 2022: ₩109,984 (-74.91%); 2023: ₩117,332 (6.68%); 2024: ₩104,264 (-11.14%); 2025: ₩97,696 (-6.30%)"
11,25,"₩148,246",-85.18%,936,"2014: ₩180,914 (-81.91%); 2015: ₩209,592 (15.85%); 2016: ₩153,853 (-26.59%); 2017: ₩866,532 (463.22%); 2018: ₩408,631 (-52.84%); 2019: ₩576,445 (41.07%); 2020: ₩705,401 (22.37%); 2021: ₩749,488 (6.25%); 2022: ₩206,878 (-72.40%); 2023: ₩187,737 (-9.25%); 2024: ₩159,251 (-15.17%); 2025: ₩148,246 (-6.91%)"
11,26,"₩296,844",-70.32%,906,"2014: ₩237,352 (-76.26%); 2015: ₩298,228 (25.65%); 2016: ₩214,907 (-27.94%); 2017: ₩1,826,045 (749.69%); 2018: ₩571,012 (-68.73%); 2019: ₩695,038 (21.72%); 2020: ₩1,049,521 (51.00%); 2021: ₩1,060,797 (1.07%); 2022: ₩318,788 (-69.95%); 2023: ₩301,842 (-5.32%); 2024: ₩318,878 (5.64%); 2025: ₩296,844 (-6.91%)"
11,27,"₩902,109",-9.79%,862,"2014: ₩259,488 (-74.05%); 2015: ₩334,914 (29.07%); 2016: ₩261,859 (-21.81%); 2017: ₩3,609,364 (1278.36%); 2018: ₩1,172,301 (-67.52%); 2019: ₩1,528,808 (30.41%); 2020: ₩2,362,777 (54.55%); 2021: ₩2,364,570 (0.08%); 2022: ₩811,361 (-65.69%); 2023: ₩815,419 (0.50%); 2024: ₩968,733 (18.80%); 2025: ₩902,109 (-6.88%)"
11,28,"₩1,303,612",30.36%,838,"2014: ₩331,945 (-66.81%); 2015: ₩444,301 (33.85%); 2016: ₩395,994 (-10.87%); 2017: ₩5,422,264 (1269.28%); 2018: ₩2,086,704 (-61.52%); 2019: ₩2,543,734 (21.90%); 2020: ₩3,521,639 (38.44%); 2021: ₩3,909,059 (11.00%); 2022: ₩1,229,268 (-68.55%); 2023: ₩1,206,657 (-1.84%); 2024: ₩1,400,980 (16.10%); 2025: ₩1,303,612 (-6.95%)"
11,29,"₩2,152,377",115.24%,812,"2014: ₩332,039 (-66.80%); 2015: ₩443,627 (33.61%); 2016: ₩367,501 (-17.16%); 2017: ₩5,167,411 (1306.10%); 2018: ₩3,261,827 (-36.88%); 2019: ₩4,106,159 (25.89%); 2020: ₩5,479,898 (33.46%); 2021: ₩5,664,065 (3.36%); 2022: ₩2,055,795 (-63.70%); 2023: ₩2,195,852 (6.81%); 2024: ₩2,372,700 (8.05%); 2025: ₩2,152,377 (-9.29%)"
11,30,"₩1,922,377",92.24%,794,"2014: ₩346,617 (-65.34%); 2015: ₩429,126 (23.80%); 2016: ₩368,543 (-14.12%); 2017: ₩5,101,973 (1284.36%); 2018: ₩3,340,784 (-34.52%); 2019: ₩3,823,251 (14.44%); 2020: ₩4,375,234 (14.44%); 2021: ₩5,531,669 (26.43%); 2022: ₩1,797,128 (-67.51%); 2023: ₩1,979,461 (10.15%); 2024: ₩2,162,689 (9.26%); 2025: ₩1,922,377 (-11.11%)"
